Sequence,Time,File,RangeOffset,RangeLength,Text,Language,Type
1591,2437489,"dev/ABC424d.py",7522,0,".",python,content
1592,2439658,"dev/ABC424d.py",7523,0,"i",python,content
1593,2439797,"dev/ABC424d.py",7524,0,"n",python,content
1594,2439854,"dev/ABC424d.py",7525,0,"p",python,content
1595,2440020,"dev/ABC424d.py",7526,0,"u",python,content
1596,2441810,"dev/ABC424d.py",7523,4,"input_board_with_wall",python,content
1597,2442800,"dev/ABC424d.py",7544,0,"()",python,content
1598,2443389,"dev/ABC424d.py",7545,0,"H",python,content
1599,2444290,"dev/ABC424d.py",7546,0,",",python,content
1600,2444591,"dev/ABC424d.py",7547,0,"W",python,content
1601,2444933,"dev/ABC424d.py",7548,0,",",python,content
1602,2447511,"dev/ABC424d.py",7548,1,"",python,content
1603,2447693,"dev/ABC424d.py",7547,1,"",python,content
1604,2447841,"dev/ABC424d.py",7546,1,"",python,content
1605,2447993,"dev/ABC424d.py",7545,1,"",python,content
1606,2448141,"dev/ABC424d.py",7544,2,"",python,content
1607,2448254,"dev/ABC424d.py",7523,21,"",python,content
1608,2449495,"dev/ABC424d.py",7523,0,"c",python,content
1609,2449814,"dev/ABC424d.py",7523,1,"",python,content
1610,2450398,"dev/ABC424d.py",7523,0,"c",python,content
1611,2450609,"dev/ABC424d.py",7524,0,"r",python,content
1612,2450651,"dev/ABC424d.py",7525,0,"e",python,content
1613,2450864,"dev/ABC424d.py",7526,0,"a",python,content
1614,2451120,"dev/ABC424d.py",7527,0,"t",python,content
1615,2451697,"dev/ABC424d.py",7523,5,"create_board",python,content
1616,2452200,"dev/ABC424d.py",7535,0,"()",python,content
1617,2457138,"dev/ABC424d.py",7536,0,"H",python,content
1618,2457427,"dev/ABC424d.py",7537,0,",",python,content
1619,2457707,"dev/ABC424d.py",7538,0,"W",python,content
1620,2457969,"dev/ABC424d.py",7539,0,",",python,content
1621,2459075,"dev/ABC424d.py",7540,0,"""""",python,content
1622,2462582,"dev/ABC424d.py",7540,2,"",python,content
1623,2463055,"dev/ABC424d.py",7540,0,"F",python,content
1624,2463296,"dev/ABC424d.py",7541,0,"a",python,content
1625,2463347,"dev/ABC424d.py",7542,0,"l",python,content
1626,2463459,"dev/ABC424d.py",7543,0,"s",python,content
1627,2465158,"dev/ABC424d.py",7544,0,"e",python,content
1628,2473896,"dev/ABC424d.py",7609,0,"i",python,content
1629,2474051,"dev/ABC424d.py",7610,0,"f",python,content
1630,2474132,"dev/ABC424d.py",7611,0," ",python,content
1631,2476699,"dev/ABC424d.py",7627,0,":",python,content
1632,2476754,"dev/ABC424d.py",7628,0,"\n                ",python,content
1633,2477987,"dev/ABC424d.py",7645,0,"f",python,content
1634,2478059,"dev/ABC424d.py",7646,0,"l",python,content
1635,2478223,"dev/ABC424d.py",7647,0,"a",python,content
1636,2478552,"dev/ABC424d.py",7645,3,"flag",python,content
1637,2478775,"dev/ABC424d.py",7649,0,"[]",python,content
1638,2481080,"dev/ABC424d.py",7650,0,"i",python,content
1639,2481304,"dev/ABC424d.py",7651,0,".",python,content
1640,2481447,"dev/ABC424d.py",7652,0,"j",python,content
1641,2482199,"dev/ABC424d.py",7652,1,"",python,content
1642,2482390,"dev/ABC424d.py",7651,1,"",python,content
1643,2482591,"dev/ABC424d.py",7651,0,",",python,content
1644,2482739,"dev/ABC424d.py",7652,0,"j",python,content
1645,2487264,"dev/ABC424d.py",7653,1,"",python,content
1646,2487443,"dev/ABC424d.py",7652,1,"",python,content
1647,2487600,"dev/ABC424d.py",7651,1,"",python,content
1648,2487747,"dev/ABC424d.py",7650,1,"",python,content
1649,2487919,"dev/ABC424d.py",7649,1,"",python,content
1650,2488115,"dev/ABC424d.py",7645,4,"",python,content
1651,2488599,"dev/ABC424d.py",7645,0,"f",python,content
1652,2488730,"dev/ABC424d.py",7646,0,"o",python,content
1653,2488831,"dev/ABC424d.py",7647,0,"r",python,content
1654,2488953,"dev/ABC424d.py",7648,0," ",python,content
1655,2489096,"dev/ABC424d.py",7649,0,"i",python,content
1656,2489242,"dev/ABC424d.py",7650,0," ",python,content
1657,2489343,"dev/ABC424d.py",7651,0,"i",python,content
1658,2489399,"dev/ABC424d.py",7652,0,"n",python,content
1659,2489551,"dev/ABC424d.py",7653,0," ",python,content
1660,2489684,"dev/ABC424d.py",7654,0,"r",python,content
1661,2489862,"dev/ABC424d.py",7655,0,"a",python,content
1662,2489915,"dev/ABC424d.py",7656,0,"n",python,content
1663,2490051,"dev/ABC424d.py",7657,0,"g",python,content
1664,2490102,"dev/ABC424d.py",7658,0,"e",python,content
1665,2490384,"dev/ABC424d.py",7659,0,"()",python,content
1666,2491021,"dev/ABC424d.py",7660,0,"f",python,content
1667,2491123,"dev/ABC424d.py",7661,0,"l",python,content
1668,2491225,"dev/ABC424d.py",7662,0,"a",python,content
1669,2491342,"dev/ABC424d.py",7663,0,"g",python,content
1670,2492696,"dev/ABC424d.py",7660,4,"",python,content
1671,2503333,"dev/ABC424d.py",7659,2,"",python,content
1672,2503503,"dev/ABC424d.py",7654,5,"",python,content
1673,2504271,"dev/ABC424d.py",7654,0,"L",python,content
1674,2504725,"dev/ABC424d.py",7654,1,"",python,content
1675,2504938,"dev/ABC424d.py",7651,3,"",python,content
1676,2505164,"dev/ABC424d.py",7649,2,"",python,content
1677,2505369,"dev/ABC424d.py",7645,4,"",python,content
1678,2506422,"dev/ABC424d.py",7645,0,"f",python,content
1679,2506468,"dev/ABC424d.py",7646,0,"o",python,content
1680,2506595,"dev/ABC424d.py",7647,0,"r",python,content
1681,2506695,"dev/ABC424d.py",7648,0," ",python,content
1682,2506753,"dev/ABC424d.py",7649,0,"k",python,content
1683,2506869,"dev/ABC424d.py",7650,0," ",python,content
1684,2506930,"dev/ABC424d.py",7651,0,"i",python,content
1685,2507023,"dev/ABC424d.py",7652,0,"n",python,content
1686,2507120,"dev/ABC424d.py",7653,0," ",python,content
1687,2507437,"dev/ABC424d.py",7654,0,"L",python,content
1688,2507788,"dev/ABC424d.py",7655,0,"R",python,content
1689,2508014,"dev/ABC424d.py",7656,0,"U",python,content
1690,2508170,"dev/ABC424d.py",7657,0,"D",python,content
1691,2512635,"dev/ABC424d.py",7654,4,"",python,content
1692,2513518,"dev/ABC424d.py",7654,0,"L",python,content
1693,2514024,"dev/ABC424d.py",7655,0,"R",python,content
1694,2514351,"dev/ABC424d.py",7654,2,"LRUD",python,content
1695,2514824,"dev/ABC424d.py",7658,0,"+",python,content
1696,2515220,"dev/ABC424d.py",7659,0,"L",python,content
1697,2515678,"dev/ABC424d.py",7660,0,"U",python,content
1698,2516343,"dev/ABC424d.py",7659,2,"LURULDRD",python,content
1699,2516924,"dev/ABC424d.py",7667,0,":",python,content
1700,2516974,"dev/ABC424d.py",7668,0,"\n                    ",python,content
1701,2528657,"dev/ABC424d.py",7669,20,"",python,content
1701,2528657,"dev/ABC424d.py",7669,20,"",python,content
1702,2528657,"dev/ABC424d.py",7650,0,",",python,content
1703,2528794,"dev/ABC424d.py",7651,0,"l",python,content
1704,2529937,"dev/ABC424d.py",7671,0,"                    ",python,content
1705,2533939,"dev/ABC424d.py",7691,0,"B",python,content
1706,2533994,"dev/ABC424d.py",7692,0,"O",python,content
1707,2534051,"dev/ABC424d.py",7693,0,"A",python,content
1708,2534125,"dev/ABC424d.py",7694,0,"R",python,content
1709,2534280,"dev/ABC424d.py",7695,0,"D",python,content
1710,2536372,"dev/ABC424d.py",7696,0,"[]",python,content
1711,2536905,"dev/ABC424d.py",7697,0,"i",python,content
1712,2537275,"dev/ABC424d.py",7698,0,"+",python,content
1713,2537620,"dev/ABC424d.py",7699,0,"k",python,content
1714,2539091,"dev/ABC424d.py",7701,0,"[]",python,content
1715,2541099,"dev/ABC424d.py",7702,0,"l",python,content
1716,2541473,"dev/ABC424d.py",7703,0,"+",python,content
1717,2541963,"dev/ABC424d.py",7704,0,"l",python,content
1718,2575604,"dev/ABC424d.py",7702,1,"",python,content
1719,2577658,"dev/ABC424d.py",7702,0,"j",python,content
1720,2589871,"dev/ABC424d.py",7691,5,"",python,content
1721,2590305,"dev/ABC424d.py",7691,0,"l",python,content
1722,2590640,"dev/ABC424d.py",7691,1,"",python,content
1723,2590902,"dev/ABC424d.py",7691,0,"f",python,content
1724,2590983,"dev/ABC424d.py",7692,0,"l",python,content
1725,2591079,"dev/ABC424d.py",7693,0,"a",python,content
1726,2591193,"dev/ABC424d.py",7694,0,"g",python,content
1727,2592873,"dev/ABC424d.py",7705,0," ",python,content
1728,2593049,"dev/ABC424d.py",7706,0,"=",python,content
1729,2593271,"dev/ABC424d.py",7707,0," ",python,content
1730,2593649,"dev/ABC424d.py",7708,0,"T",python,content
1731,2593875,"dev/ABC424d.py",7709,0,"r",python,content
1732,2593949,"dev/ABC424d.py",7710,0,"u",python,content
1733,2594177,"dev/ABC424d.py",7711,0,"e",python,content
1734,2602699,"dev/ABC424d.py",7717,0,"o",python,content
1735,2603024,"dev/ABC424d.py",7717,1,"",python,content
1736,2603778,"dev/ABC424d.py",7717,0,"f",python,content
1737,2603839,"dev/ABC424d.py",7718,0,"o",python,content
1738,2603963,"dev/ABC424d.py",7719,0,"r",python,content
1739,2604122,"dev/ABC424d.py",7720,0," ",python,content
1740,2604411,"dev/ABC424d.py",7721,0,"i",python,content
1741,2604601,"dev/ABC424d.py",7722,0," ",python,content
1742,2604760,"dev/ABC424d.py",7723,0,"i",python,content
1743,2604831,"dev/ABC424d.py",7724,0,"n",python,content
1744,2604949,"dev/ABC424d.py",7725,0," ",python,content
1745,2605164,"dev/ABC424d.py",7726,0,"r",python,content
1746,2605317,"dev/ABC424d.py",7727,0,"a",python,content
1747,2605372,"dev/ABC424d.py",7728,0,"n",python,content
1748,2605517,"dev/ABC424d.py",7729,0,"g",python,content
1749,2605612,"dev/ABC424d.py",7730,0,"e",python,content
1750,2605919,"dev/ABC424d.py",7731,0,"()",python,content
1751,2606209,"dev/ABC424d.py",7732,0,"H",python,content
1752,2606686,"dev/ABC424d.py",7734,0,":",python,content
1753,2606720,"dev/ABC424d.py",7735,0,"\n        ",python,content
1754,2606972,"dev/ABC424d.py",7744,0,"f",python,content
1755,2607117,"dev/ABC424d.py",7745,0,"o",python,content
1756,2607190,"dev/ABC424d.py",7746,0,"r",python,content
1757,2607321,"dev/ABC424d.py",7747,0," ",python,content
1758,2607427,"dev/ABC424d.py",7748,0,"j",python,content
1759,2607540,"dev/ABC424d.py",7749,0," ",python,content
1760,2607619,"dev/ABC424d.py",7750,0,"i",python,content
1761,2607675,"dev/ABC424d.py",7751,0,"n",python,content
1762,2607811,"dev/ABC424d.py",7752,0," ",python,content
1763,2607905,"dev/ABC424d.py",7753,0,"r",python,content
1764,2608064,"dev/ABC424d.py",7754,0,"a",python,content
1765,2608113,"dev/ABC424d.py",7755,0,"n",python,content
1766,2608268,"dev/ABC424d.py",7756,0,"g",python,content
1767,2608316,"dev/ABC424d.py",7757,0,"e",python,content
1768,2608568,"dev/ABC424d.py",7758,0,"()",python,content
1769,2608891,"dev/ABC424d.py",7759,0,"W",python,content
1770,2609304,"dev/ABC424d.py",7761,0,":",python,content
1771,2609338,"dev/ABC424d.py",7762,0,"\n            ",python,content
1772,2610083,"dev/ABC424d.py",7775,0,"f",python,content
1773,2610194,"dev/ABC424d.py",7776,0,"l",python,content
1774,2610343,"dev/ABC424d.py",7777,0,"a",python,content
1775,2610564,"dev/ABC424d.py",7778,0,"g",python,content
1776,2610814,"dev/ABC424d.py",7775,4,"flag",python,content
1777,2614383,"dev/ABC424d.py",7699,2,",",python,content
1778,2615953,"dev/ABC424d.py",7778,0,"[]",python,content
1779,2617524,"dev/ABC424d.py",7779,0,"i",python,content
1780,2617627,"dev/ABC424d.py",7780,0,",",python,content
1781,2617908,"dev/ABC424d.py",7781,0,"j",python,content
1782,2692380,"dev/ABC424d.py",7774,0,"i",python,content
1783,2692483,"dev/ABC424d.py",7775,0,"f",python,content
1784,2692563,"dev/ABC424d.py",7776,0," ",python,content
1785,2694189,"dev/ABC424d.py",7786,0," ",python,content
1786,2694519,"dev/ABC424d.py",7787,0,"=",python,content
1787,2694729,"dev/ABC424d.py",7788,0,"=",python,content
1788,2694911,"dev/ABC424d.py",7789,0," ",python,content
1789,2695439,"dev/ABC424d.py",7790,0,"f",python,content
1790,2695609,"dev/ABC424d.py",7791,0,"a",python,content
1791,2695710,"dev/ABC424d.py",7792,0,"l",python,content
1792,2695838,"dev/ABC424d.py",7793,0,"s",python,content
1793,2695966,"dev/ABC424d.py",7794,0,"e",python,content
1794,2696600,"dev/ABC424d.py",7790,5,"False",python,content
1795,2698961,"dev/ABC424d.py",7795,0,":",python,content
1796,2699013,"dev/ABC424d.py",7796,0,"\n                ",python,content
1797,2708968,"dev/ABC424d.py",7797,16,"",python,content
1797,2708968,"dev/ABC424d.py",7797,16,"",python,content
1798,2708969,"dev/ABC424d.py",7716,0,"\n    ",python,content
1799,2709970,"dev/ABC424d.py",7716,0,"c",python,content
1800,2710087,"dev/ABC424d.py",7717,0,"a",python,content
1801,2710182,"dev/ABC424d.py",7718,0,"n",python,content
1802,2710283,"dev/ABC424d.py",7719,0,"d",python,content
1803,2710382,"dev/ABC424d.py",7720,0,"i",python,content
1804,2710464,"dev/ABC424d.py",7721,0,"d",python,content
1805,2710566,"dev/ABC424d.py",7722,0,"a",python,content
1806,2710648,"dev/ABC424d.py",7723,0,"t",python,content
1807,2710783,"dev/ABC424d.py",7724,0,"e",python,content
1808,2710948,"dev/ABC424d.py",7725,0," ",python,content
1809,2711057,"dev/ABC424d.py",7726,0,"-",python,content
1810,2711224,"dev/ABC424d.py",7727,0," ",python,content
1811,2711286,"dev/ABC424d.py",7728,0,"[]",python,content
1812,2711778,"dev/ABC424d.py",7728,2,"",python,content
1813,2711945,"dev/ABC424d.py",7727,1,"",python,content
1814,2712082,"dev/ABC424d.py",7726,1,"",python,content
1815,2712372,"dev/ABC424d.py",7726,0,"=",python,content
1816,2712482,"dev/ABC424d.py",7727,0," ",python,content
1817,2712583,"dev/ABC424d.py",7728,0,"[]",python,content
1818,2713648,"dev/ABC424d.py",7816,0,"                ",python,content
1819,2713953,"dev/ABC424d.py",7832,0,"c",python,content
1820,2714124,"dev/ABC424d.py",7833,0,"a",python,content
1821,2714202,"dev/ABC424d.py",7834,0,"n",python,content
1822,2714304,"dev/ABC424d.py",7835,0,"c",python,content
1823,2714673,"dev/ABC424d.py",7835,1,"",python,content
1824,2714845,"dev/ABC424d.py",7834,1,"",python,content
1825,2715084,"dev/ABC424d.py",7834,0,"d",python,content
1826,2715486,"dev/ABC424d.py",7834,1,"",python,content
1827,2715728,"dev/ABC424d.py",7834,0,"n",python,content
1828,2715784,"dev/ABC424d.py",7835,0,"d",python,content
1829,2716033,"dev/ABC424d.py",7832,4,"candidate",python,content
1830,2716252,"dev/ABC424d.py",7841,0,".",python,content
1831,2716363,"dev/ABC424d.py",7842,0,"a",python,content
1832,2716472,"dev/ABC424d.py",7843,0,"p",python,content
1833,2716610,"dev/ABC424d.py",7844,0,"p",python,content
1834,2716711,"dev/ABC424d.py",7845,0,"e",python,content
1835,2716821,"dev/ABC424d.py",7846,0,"n",python,content
1836,2716972,"dev/ABC424d.py",7847,0,"d",python,content
1837,2717232,"dev/ABC424d.py",7848,0,"()",python,content
1838,2717728,"dev/ABC424d.py",7849,0,",",python,content
1839,2717828,"dev/ABC424d.py",7850,0,"j",python,content
1840,2718392,"dev/ABC424d.py",7850,1,"",python,content
1841,2718544,"dev/ABC424d.py",7849,1,"",python,content
1842,2718698,"dev/ABC424d.py",7848,2,"",python,content
1843,2719381,"dev/ABC424d.py",7848,0,"()",python,content
1844,2719645,"dev/ABC424d.py",7849,0,"i",python,content
1845,2719662,"dev/ABC424d.py",7850,0,"u",python,content
1846,2719757,"dev/ABC424d.py",7851,0,",",python,content
1847,2720136,"dev/ABC424d.py",7851,1,"",python,content
1848,2720294,"dev/ABC424d.py",7850,1,"",python,content
1849,2720795,"dev/ABC424d.py",7850,0,",",python,content
1850,2720892,"dev/ABC424d.py",7851,0,"j",python,content
1851,2723243,"dev/ABC424d.py",7852,0,")",python,content
1851,2723243,"dev/ABC424d.py",7852,0,")",python,content
1852,2723243,"dev/ABC424d.py",7849,0,"(",python,content
1853,2740543,"dev/ABC424d.py",7505,0,"\n    ",python,content
1854,2741082,"dev/ABC424d.py",7506,4,"",python,content
1855,2741334,"dev/ABC424d.py",7505,1,"",python,content
1856,2742050,"dev/ABC424d.py",7546,0,"\n    ",python,content
1857,2742249,"dev/ABC424d.py",7551,0,"c",python,content
1858,2742367,"dev/ABC424d.py",7552,0,"o",python,content
1859,2742432,"dev/ABC424d.py",7553,0,"u",python,content
1860,2742507,"dev/ABC424d.py",7554,0,"n",python,content
1861,2742545,"dev/ABC424d.py",7555,0,"t",python,content
1862,2742726,"dev/ABC424d.py",7556,0," ",python,content
1863,2742808,"dev/ABC424d.py",7557,0,"=",python,content
1864,2742958,"dev/ABC424d.py",7558,0," ",python,content
1865,2743081,"dev/ABC424d.py",7559,0,"0",python,content
1866,2757538,"dev/ABC424d.py",7547,14,"",python,content
1867,2778285,"dev/ABC424d.py",7855,0,"\n                ",python,content
1868,2778468,"dev/ABC424d.py",7868,4,"",python,content
1869,2778724,"dev/ABC424d.py",7868,0,"e",python,content
1870,2779095,"dev/ABC424d.py",7869,0,"l",python,content
1871,2779260,"dev/ABC424d.py",7870,0,"s",python,content
1872,2779683,"dev/ABC424d.py",7871,0,"s",python,content
1873,2780022,"dev/ABC424d.py",7871,1,"",python,content
1874,2780224,"dev/ABC424d.py",7871,0,"e",python,content
1875,2780824,"dev/ABC424d.py",7872,0,":",python,content
1876,2780872,"dev/ABC424d.py",7873,0,"\n                ",python,content
1877,2781567,"dev/ABC424d.py",7890,0,"c",python,content
1878,2781624,"dev/ABC424d.py",7891,0,"o",python,content
1879,2781692,"dev/ABC424d.py",7892,0,"u",python,content
1880,2781767,"dev/ABC424d.py",7893,0,"n",python,content
1881,2781868,"dev/ABC424d.py",7894,0,"t",python,content
1882,2782036,"dev/ABC424d.py",7895,0,"+",python,content
1883,2782136,"dev/ABC424d.py",7896,0,"=",python,content
1884,2782239,"dev/ABC424d.py",7897,0,"1",python,content
1885,2789546,"dev/ABC424d.py",7730,0,"\n    ",python,content
1886,2789724,"dev/ABC424d.py",7735,0,"c",python,content
1887,2789851,"dev/ABC424d.py",7736,0,"o",python,content
1888,2789924,"dev/ABC424d.py",7737,0,"u",python,content
1889,2790011,"dev/ABC424d.py",7738,0,"n",python,content
1890,2790027,"dev/ABC424d.py",7739,0,"t",python,content
1891,2790244,"dev/ABC424d.py",7740,0," ",python,content
1892,2790370,"dev/ABC424d.py",7741,0,"=",python,content
1893,2790602,"dev/ABC424d.py",7742,0," ",python,content
1894,2790893,"dev/ABC424d.py",7743,0,"0",python,content
1895,2808176,"dev/ABC424d.py",7912,0,"\n                ",python,content
1896,2808444,"dev/ABC424d.py",7925,4,"",python,content
1897,2808647,"dev/ABC424d.py",7921,4,"",python,content
1898,2808846,"dev/ABC424d.py",7917,4,"",python,content
1899,2812078,"dev/ABC424d.py",7917,0,"w",python,content
1900,2812150,"dev/ABC424d.py",7918,0,"h",python,content
1901,2812223,"dev/ABC424d.py",7919,0,"i",python,content
1902,2812299,"dev/ABC424d.py",7920,0,"l",python,content
1903,2812371,"dev/ABC424d.py",7921,0,"e",python,content
1904,2812528,"dev/ABC424d.py",7922,0," ",python,content
1905,2813202,"dev/ABC424d.py",7923,0,"c",python,content
1906,2813251,"dev/ABC424d.py",7924,0,"o",python,content
1907,2813326,"dev/ABC424d.py",7925,0,"u",python,content
1908,2813395,"dev/ABC424d.py",7926,0,"n",python,content
1909,2813488,"dev/ABC424d.py",7927,0,"t",python,content
1910,2813700,"dev/ABC424d.py",7928,0," ",python,content
1911,2814010,"dev/ABC424d.py",7929,0,"<",python,content
1912,2814502,"dev/ABC424d.py",7930,0,"=",python,content
1913,2815638,"dev/ABC424d.py",7931,0," ",python,content
1914,2816139,"dev/ABC424d.py",7932,0,"H",python,content
1915,2816436,"dev/ABC424d.py",7933,0,"*",python,content
1916,2816603,"dev/ABC424d.py",7934,0,"W",python,content
1917,2817765,"dev/ABC424d.py",7935,0,":",python,content
1918,2817817,"dev/ABC424d.py",7936,0,"\n        ",python,content
1919,2845415,"dev/ABC424d.py",7945,0,"i",python,content
1920,2845547,"dev/ABC424d.py",7946,0,"f",python,content
